old_url,new_target,http_status,disposition,confidence,type,rationale,DECISION (Jake)
/blog/user-generated-content-brand-engagement/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/using-pr-boost-your-seo/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/ux-and-web-design-trends-for-2023/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/video-ideas-for-your-marketing-content/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/video-testimonials-benefits-for-business/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/voice-search-optimization-for-cro-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/what-does-great-facebook-ad-creative-look-like/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/what-is-a-subdomain-how-it-fits-seo/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/what-is-answer-engine-optimization-how-to-improve-your-online-visibility/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/what-is-seo-cloaking-and-how-to-avoid-it/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/what-to-know-cdap-interest-free-loan/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/when-to-hire-a-sales-consultant/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/which-crm-system-is-right-for-your-business/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/why-canadian-smbs-must-undergo-a-digital-marketing-and-sales-transformation/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/why-choose-consultus-digital-as-your-cdap-digital-advisor/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/why-consultus-is-better/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/why-every-business-should-be-a-b-testing/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/why-google-ads-management-service-agency/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/why-reputation-management-matters-more-than-ever/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/why-you-need-a-social-media-strategy/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/why-your-advertising-hook-matters/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/why-your-business-needs-crm/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/why-your-business-needs-video-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/why-your-ppc-campaign-needs-landing-page/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/why-your-website-conversion-rates-suck/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/work-with-facebook-advertising-agency/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/youtube-advertising-how-to-set-up-a-video-ad/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
