url,type,priority,title_verdict,regression_flags,OLD_title,NEW_title,RECOMMENDED_title,OLD_h1,NEW_h1,h1_verdict,RECOMMENDED_h1,RECOMMENDED_meta_description,DECISION (Jake: keep new / use recommended / custom)
/home-services-marketing/,Page,P3,new_better,,,Home Services Marketing | Consultus Digital,Home Services Marketing | Consultus Digital,,Home services marketing that fills the booking calendar.,,Home services marketing that fills the booking calendar.,"Home services marketing that fills the booking calendar. SEO, paid media, content, web, and CRO for home service operators.",Kept new-design title (no regression)
/industries/,Page,P3,new_better,vague,,Industries | Consultus Digital,Industries We Serve | Consultus Digital,,We go deep where we can actually win .,,We go deep where we can actually win.,"Industries where Consultus Digital goes deep: healthcare, home services, legal, real estate, ecommerce, and more, each with its own playbook.",Kept new-design title (no regression)
/influencer-marketing/,Page,P3,new_better,,,Influencer Marketing | Consultus Digital,Influencer Marketing Agency | Consultus Digital,,Real creators. Real attribution.,,Real creators. Real attribution.,"Influencer marketing with real attribution. Consultus Digital pairs vetted creators with tracking that ties every post to pipeline, not impressions.",Kept new-design title (no regression)
/insights/,Page,P3,new_better,,,Insights | Consultus Digital,Insights | Growth Marketing Blog | Consultus Digital,,Field notes from building growth systems .,,Field notes from building growth systems.,"Field notes from building growth systems: paid media, SEO, creative testing, CRO and CRM lessons from the Consultus Digital team.",Kept new-design title (no regression)
/landing-pages/,Page,P3,new_better,,,Landing Pages | Consultus Digital,Landing Page Design & Optimization | Consultus Digital,,Landing pages that earn the click.,,Landing pages that earn the click.,"Dedicated landing-page programs for paid traffic, partnership campaigns, and offer-led testing. Conversion-led design, copy, and instrumentation.",Kept new-design title (no regression)
/local-seo/,Page,P3,new_better,,,Local SEO | Consultus Digital,Local SEO Services | Map Pack & GBP | Consultus Digital,,Local SEO that fills the map pack .,,Local SEO that fills the map pack.,"Google Business Profile optimization, location-page architecture, citation cleanup, review systems, and local schema for map-pack visibility.",Kept new-design title (no regression)
/marketing-automation/,Page,P3,new_better,,,Marketing Automation | Consultus Digital,Marketing Automation Services | Consultus Digital,,Lifecycle automation that compounds the customer.,,Lifecycle automation that compounds the customer.,"Email, SMS, and lifecycle automation built on real segmentation, post-purchase flows, and the data architecture that lets every touch respond to behavior.",Kept new-design title (no regression)
/meta-ads/,Page,P3,new_better,,,Meta Ads | Consultus Digital,Meta Ads (Facebook & Instagram) | Consultus Digital,,"Meta Ads built for ROAS , not reach.",,"Meta Ads built for ROAS, not reach.","Facebook and Instagram programs engineered around incrementality and creative cadence. Account architecture, audience hygiene, and weekly creative sprints.",Kept new-design title (no regression)
/microsoft-ads/,Page,P3,new_better,,,Microsoft Advertising | Consultus Digital,Microsoft Advertising (Bing Ads) | Consultus Digital,,"Microsoft Ads, the forgotten performance channel.",,"Microsoft Ads, the forgotten performance channel.","Bing, Yahoo, and the Microsoft Audience Network reach an older, higher-income buyer competitors underbid. We run Microsoft Ads as a serious channel.",Kept new-design title (no regression)
/performance-creatives/,Page,P3,new_better,,,Performance Creatives | Consultus Digital,Performance Creative Production | Consultus Digital,,"Creative, engineered to perform.",,"Creative, engineered to perform.","Performance creative engineered to convert: UGC, statics, and video built on buyer personas, tested scientifically, and scaled by the numbers.",Kept new-design title (no regression)
/professional-services-marketing/,Page,P3,new_better,,,Professional Services Marketing | Consultus Digital,Professional Services Marketing | Consultus Digital,,Professional services marketing that turns authority into pipeline.,,Professional services marketing that turns authority into pipeline.,"Professional services marketing that turns authority into pipeline. SEO, paid media, content, web, and CRO for professional firms.",Kept new-design title (no regression)
/real-estate-marketing/,Page,P3,new_better,,,Real Estate Marketing | Consultus Digital,Real Estate Marketing | Consultus Digital,,Real estate marketing for brokerages and agents.,,Real estate marketing for brokerages and agents.,"Real estate marketing that builds authority and attracts clients. SEO, paid media, content, web, and CRO for brokerages and agents.",Kept new-design title (no regression)
/results/,Page,P3,new_better,,,Results | Consultus Digital,Results | Verified Client Outcomes | Consultus Digital,,"The work, built to be defended.",,"The work, built to be defended.","Client results from Consultus Digital: verified outcomes across paid media, SEO, creative and CRM, with the receipts to back them.",Kept new-design title (no regression)
/retail-consumer-marketing/,Page,P3,new_better,,,Retail and Consumer Marketing | Consultus Digital,Retail & Consumer Marketing | Consultus Digital,,Retail and consumer brand marketing that scales revenue across channels.,,Retail and consumer brand marketing that scales revenue across channels.,"Retail and consumer brand marketing that scales revenue across channels. SEO, paid media, content, web, and CRO for consumer brands.",Kept new-design title (no regression)
/sales-enablement/,Page,P3,new_better,,,Sales Enablement | Consultus Digital,Sales Enablement Services | Consultus Digital,,Sales enablement that turns leads into bookings.,,Sales enablement that turns leads into bookings.,"CRM hygiene, lead routing, sales-content production, and closed-loop reporting that makes marketing accountable to pipeline rather than MQLs.",Kept new-design title (no regression)
/scorecard/,Page,P3,new_better,,,Free Marketing Scorecard | Consultus Digital,Free Marketing Scorecard | Consultus Digital,,"A real audit, not a sales call.",,"A real audit, not a sales call.","Get a free marketing scorecard from Consultus Digital. A real audit of your ads, site and search presence, not a thinly disguised sales call.",Kept new-design title (no regression)
/services/,Page,P3,new_better,,,Services | Consultus Digital,Digital Marketing Services Toronto | Consultus Digital,,Specialists at every step .,,Specialists at every step.,"Every Consultus Digital service, one engine: paid media, SEO, AEO, creative, web development, CRO, CRM and automation, with specialists at every step.",Kept new-design title (no regression)
/web-development/,Page,P3,new_better,,,Web Development | Consultus Digital,Web Development & Design Agency | Consultus Digital,,"Websites built for conversion , not awards.",,"Websites built for conversion, not awards.","Mobile-first, performance-tuned websites on Webflow, Shopify, WordPress, and headless stacks. Built around how your buyer decides, instrumented end to end.",Kept new-design title (no regression)
/zoho-crm/,Page,P3,new_better,,,Zoho CRM Implementation | Consultus Digital,Zoho CRM Implementation Partner | Consultus Digital,,The Zoho team operators actually want.,,The Zoho CRM team operators actually want.,"Zoho CRM implementation by operators who use it daily: pipelines, automation, attribution, and intake flows your team will actually adopt.",Kept new-design title (no regression)
